board,类,社区,投诉数,占比%
其他,公服设施,北山坡社区,1,33.3
其他,公服设施,汉宜村,1,33.3
其他,公服设施,朝阳路社区,1,33.3
安全韧性底线,交通设施,汉宜村,31,6.0
安全韧性底线,交通设施,大学路社区,24,4.6
安全韧性底线,交通设施,旭光村,22,4.3
安全韧性底线,交通设施,万达社区,21,4.1
安全韧性底线,交通设施,港务社区,17,3.3
安全韧性底线,交通设施,张家湾社区,13,2.5
安全韧性底线,交通设施,胡家冲社区,12,2.3
安全韧性底线,交通设施,建设社区,12,2.3
安全韧性底线,交通设施,共和村,11,2.1
安全韧性底线,交通设施,火光村,11,2.1
安全韧性底线,交通设施,共勤村,10,1.9
安全韧性底线,交通设施,花溪路社区,10,1.9
安全韧性底线,交通设施,共联村,9,1.7
安全韧性底线,交通设施,土门村,9,1.7
安全韧性底线,交通设施,绿萝路社区,9,1.7
安全韧性底线,交通设施,伍临路社区,8,1.5
安全韧性底线,交通设施,宝联社区,8,1.5
安全韧性底线,交通设施,胜利四路社区,8,1.5
安全韧性底线,交通设施,沙河社区,8,1.5
安全韧性底线,交通设施,体育场路社区,7,1.4
安全韧性底线,交通设施,朝阳路社区,7,1.4
安全韧性底线,交通设施,黄河路社区,7,1.4
安全韧性底线,交通设施,金斗山社区,6,1.2
安全韧性底线,交通设施,山庄路社区,6,1.2
安全韧性底线,交通设施,柏临河路社区,6,1.2
安全韧性底线,交通设施,三峡物流园社区,6,1.2
安全韧性底线,交通设施,石板社区,6,1.2
安全韧性底线,交通设施,六泉湖社区,6,1.2
安全韧性底线,交通设施,韩家坝社区,5,1.0
安全韧性底线,交通设施,张家坡社区,5,1.0
安全韧性底线,交通设施,东城社区,5,1.0
安全韧性底线,交通设施,小林园社区,5,1.0
安全韧性底线,交通设施,共同村,5,1.0
安全韧性底线,交通设施,共升村,5,1.0
安全韧性底线,交通设施,白沙路社区,5,1.0
安全韧性底线,交通设施,学堂湾社区,5,1.0
安全韧性底线,交通设施,岳湾路社区,5,1.0
安全韧性底线,交通设施,夷陵路社区,5,1.0
安全韧性底线,交通设施,共谊村,5,1.0
安全韧性底线,交通设施,望洲社区,4,0.8
安全韧性底线,交通设施,花艳社区,4,0.8
安全韧性底线,交通设施,枫香树社区,4,0.8
安全韧性底线,交通设施,锦绣社区,4,0.8
安全韧性底线,交通设施,赵家湾社区,4,0.8
安全韧性底线,交通设施,新隆康路社区,4,0.8
安全韧性底线,交通设施,张家店社区,4,0.8
安全韧性底线,交通设施,白家冲社区,4,0.8
安全韧性底线,交通设施,翁家堰社区,4,0.8
安全韧性底线,交通设施,白龙井社区,4,0.8
安全韧性底线,交通设施,车站村,3,0.6
安全韧性底线,交通设施,鸡山社区,3,0.6
安全韧性底线,交通设施,西峡社区,3,0.6
安全韧性底线,交通设施,古塔社区,3,0.6
安全韧性底线,交通设施,徐家坝社区,3,0.6
安全韧性底线,交通设施,冯家湾社区,3,0.6
安全韧性底线,交通设施,石板溪社区,3,0.6
安全韧性底线,交通设施,汕头路社区,3,0.6
安全韧性底线,交通设施,金安岭社区,3,0.6
安全韧性底线,交通设施,新金岭社区,2,0.4
安全韧性底线,交通设施,大树湾社区,2,0.4
安全韧性底线,交通设施,船柴社区,2,0.4
安全韧性底线,交通设施,营盘路社区,2,0.4
安全韧性底线,交通设施,果园路社区,2,0.4
安全韧性底线,交通设施,中南路社区,2,0.4
安全韧性底线,交通设施,二马路社区,2,0.4
安全韧性底线,交通设施,东站路社区,2,0.4
安全韧性底线,交通设施,朱市街社区,2,0.4
安全韧性底线,交通设施,灵宝村,2,0.4
安全韧性底线,交通设施,龙盘湖社区,2,0.4
安全韧性底线,交通设施,魏家湾社区,2,0.4
安全韧性底线,交通设施,东锦苑社区,2,0.4
安全韧性底线,交通设施,八一路社区,2,0.4
安全韧性底线,交通设施,磨盘社区,2,0.4
安全韧性底线,交通设施,唐家湾社区,2,0.4
安全韧性底线,交通设施,四方堰社区,2,0.4
安全韧性底线,交通设施,东星社区,2,0.4
安全韧性底线,交通设施,香锦社区,2,0.4
安全韧性底线,交通设施,长江社区,2,0.4
安全韧性底线,交通设施,常刘路社区,2,0.4
安全韧性底线,交通设施,东山社区,2,0.4
安全韧性底线,交通设施,胜利二路社区,2,0.4
安全韧性底线,交通设施,临江溪社区,2,0.4
安全韧性底线,交通设施,大堰湾社区,2,0.4
安全韧性底线,交通设施,肖家岗社区,2,0.4
安全韧性底线,交通设施,珠海路社区,2,0.4
安全韧性底线,交通设施,桔城路社区,2,0.4
安全韧性底线,交通设施,黄龙寺社区,2,0.4
安全韧性底线,交通设施,共强村,1,0.2
安全韧性底线,交通设施,东门外正街社区,1,0.2
安全韧性底线,交通设施,鑫鼎社区,1,0.2
安全韧性底线,交通设施,至喜社区,1,0.2
安全韧性底线,交通设施,兴安社区,1,0.2
安全韧性底线,交通设施,解放路社区,1,0.2
安全韧性底线,交通设施,沈家店社区,1,0.2
安全韧性底线,交通设施,气象台社区,1,0.2
安全韧性底线,交通设施,北山坡社区,1,0.2
安全韧性底线,交通设施,环城东路社区,1,0.2
安全韧性底线,交通设施,白马山社区,1,0.2
安全韧性底线,交通设施,前坪村,1,0.2
安全韧性底线,交通设施,金巴岭社区,1,0.2
安全韧性底线,交通设施,艾家嘴社区,1,0.2
安全韧性底线,交通设施,港虹社区,1,0.2
安全韧性底线,交通设施,镇境山社区,1,0.2
安全韧性底线,交通设施,桃花岭社区,1,0.2
安全韧性底线,交通设施,青岛路社区,1,0.2
安全韧性底线,交通设施,叶家坝社区,1,0.2
安全韧性底线,交通设施,东山花园社区,1,0.2
安全韧性底线,交通设施,山河园路社区,1,0.2
安全韧性底线,交通设施,白沙脑社区,1,0.2
安全韧性底线,交通设施,云池社区,1,0.2
安全韧性底线,交通设施,长樵溪社区,1,0.2
安全韧性底线,交通设施,杨岔路社区,1,0.2
安全韧性底线,交通设施,五龙社区,1,0.2
安全韧性底线,交通设施,东湖社区,1,0.2
安全韧性底线,安全消防,港务社区,13,8.6
安全韧性底线,安全消防,建设社区,12,7.9
安全韧性底线,安全消防,汉宜村,7,4.6
安全韧性底线,安全消防,旭光村,7,4.6
安全韧性底线,安全消防,体育场路社区,6,4.0
安全韧性底线,安全消防,共勤村,5,3.3
安全韧性底线,安全消防,合益村,5,3.3
安全韧性底线,安全消防,枫香树社区,5,3.3
安全韧性底线,安全消防,火光村,4,2.6
安全韧性底线,安全消防,东站路社区,4,2.6
安全韧性底线,安全消防,柏临河路社区,4,2.6
安全韧性底线,安全消防,岳湾路社区,4,2.6
安全韧性底线,安全消防,中南路社区,3,2.0
安全韧性底线,安全消防,万达社区,3,2.0
安全韧性底线,安全消防,魏家湾社区,3,2.0
安全韧性底线,安全消防,朝阳路社区,3,2.0
安全韧性底线,安全消防,胜利四路社区,3,2.0
安全韧性底线,安全消防,联丰村,3,2.0
安全韧性底线,安全消防,张家坡社区,3,2.0
安全韧性底线,安全消防,共和村,3,2.0
安全韧性底线,安全消防,宝联社区,3,2.0
安全韧性底线,安全消防,果园路社区,3,2.0
安全韧性底线,安全消防,白家冲社区,3,2.0
安全韧性底线,安全消防,徐家坝社区,3,2.0
安全韧性底线,安全消防,汕头路社区,2,1.3
安全韧性底线,安全消防,伍临路社区,2,1.3
安全韧性底线,安全消防,小林园社区,2,1.3
安全韧性底线,安全消防,张家湾社区,2,1.3
安全韧性底线,安全消防,共前村,2,1.3
安全韧性底线,安全消防,张家店社区,2,1.3
安全韧性底线,安全消防,灵宝村,2,1.3
安全韧性底线,安全消防,营盘路社区,2,1.3
安全韧性底线,安全消防,苏家榜社区,2,1.3
安全韧性底线,安全消防,江山社区,1,0.7
安全韧性底线,安全消防,蔡家畈社区,1,0.7
安全韧性底线,安全消防,东湖社区,1,0.7
安全韧性底线,安全消防,港虹社区,1,0.7
安全韧性底线,安全消防,石板溪社区,1,0.7
安全韧性底线,安全消防,沈家店社区,1,0.7
安全韧性底线,安全消防,胜利二路社区,1,0.7
安全韧性底线,安全消防,艾家嘴社区,1,0.7
安全韧性底线,安全消防,东星社区,1,0.7
安全韧性底线,安全消防,常刘路社区,1,0.7
安全韧性底线,安全消防,杨岔路社区,1,0.7
安全韧性底线,安全消防,北山坡社区,1,0.7
安全韧性底线,安全消防,香锦社区,1,0.7
安全韧性底线,安全消防,营盘社区,1,0.7
安全韧性底线,安全消防,绿萝路社区,1,0.7
安全韧性底线,安全消防,山庄路社区,1,0.7
安全韧性底线,安全消防,新隆康路社区,1,0.7
安全韧性底线,安全消防,气象台社区,1,0.7
安全韧性底线,安全消防,东城社区,1,0.7
安全韧性底线,安全消防,共谊村,1,0.7
安全韧性底线,安全消防,王家坝社区,1,0.7
安全韧性底线,市政管网,港务社区,53,7.7
安全韧性底线,市政管网,汉宜村,48,6.9
安全韧性底线,市政管网,建设社区,27,3.9
安全韧性底线,市政管网,万达社区,26,3.8
安全韧性底线,市政管网,共勤村,25,3.6
安全韧性底线,市政管网,大学路社区,19,2.7
安全韧性底线,市政管网,共和村,18,2.6
安全韧性底线,市政管网,宝联社区,18,2.6
安全韧性底线,市政管网,气象台社区,13,1.9
安全韧性底线,市政管网,张家湾社区,13,1.9
安全韧性底线,市政管网,体育场路社区,13,1.9
安全韧性底线,市政管网,大堰湾社区,12,1.7
安全韧性底线,市政管网,朝阳路社区,12,1.7
安全韧性底线,市政管网,共联村,11,1.6
安全韧性底线,市政管网,古塔社区,10,1.4
安全韧性底线,市政管网,东湖社区,10,1.4
安全韧性底线,市政管网,旭光村,10,1.4
安全韧性底线,市政管网,岳湾路社区,10,1.4
安全韧性底线,市政管网,伍临路社区,10,1.4
安全韧性底线,市政管网,黄河路社区,9,1.3
安全韧性底线,市政管网,绿萝路社区,9,1.3
安全韧性底线,市政管网,石板溪社区,9,1.3
安全韧性底线,市政管网,珠海路社区,9,1.3
安全韧性底线,市政管网,胜利四路社区,9,1.3
安全韧性底线,市政管网,火光村,9,1.3
安全韧性底线,市政管网,土城路社区,9,1.3
安全韧性底线,市政管网,山庄路社区,9,1.3
安全韧性底线,市政管网,五龙社区,9,1.3
安全韧性底线,市政管网,唐家湾社区,9,1.3
安全韧性底线,市政管网,朱市街社区,8,1.2
安全韧性底线,市政管网,花艳社区,8,1.2
安全韧性底线,市政管网,金斗山社区,6,0.9
安全韧性底线,市政管网,东星社区,6,0.9
安全韧性底线,市政管网,翁家堰社区,6,0.9
安全韧性底线,市政管网,胜利二路社区,6,0.9
安全韧性底线,市政管网,果园路社区,6,0.9
安全韧性底线,市政管网,营盘路社区,6,0.9
安全韧性底线,市政管网,柏临河路社区,6,0.9
安全韧性底线,市政管网,合益村,6,0.9
安全韧性底线,市政管网,金安岭社区,6,0.9
安全韧性底线,市政管网,沙河社区,6,0.9
安全韧性底线,市政管网,小林园社区,6,0.9
安全韧性底线,市政管网,东山花园社区,5,0.7
安全韧性底线,市政管网,三峡物流园社区,5,0.7
安全韧性底线,市政管网,临江溪社区,5,0.7
安全韧性底线,市政管网,花溪路社区,5,0.7
安全韧性底线,市政管网,汕头路社区,4,0.6
安全韧性底线,市政管网,白家冲社区,4,0.6
安全韧性底线,市政管网,白龙井社区,4,0.6
安全韧性底线,市政管网,香锦社区,4,0.6
安全韧性底线,市政管网,肖家岗社区,4,0.6
安全韧性底线,市政管网,张家店社区,4,0.6
安全韧性底线,市政管网,赵家湾社区,4,0.6
安全韧性底线,市政管网,新隆康路社区,4,0.6
安全韧性底线,市政管网,车站村,3,0.4
安全韧性底线,市政管网,东城社区,3,0.4
安全韧性底线,市政管网,土门村,3,0.4
